id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,;;
"179,""sri widayanti"",""coba makan buah dan sayur ajj"",""Ugz-iovfRRrLcMSpX9V4AaABAg.9VMsWIKkpH99Zhpb7AzrwS"",""FLASH GG"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz-iovfRRrLcMSpX9V4AaABAg.9VMsWIKkpH99Zhpb7AzrwS"",""2022-03-18 05:02:55"",0,""coba makan buah dan sayur ajj"",""http://www.youtube.com/channel/UC1M4cRril1C8Zuf3fjjtBZQ"",";;
"180,""Yuyun Yuniar"",""."",""UgywZEh7c8-d-uuYJW54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgywZEh7c8-d-uuYJW54AaABAg"",""2021-11-29 19:55:59"",0,""."",""http://www.youtube.com/channel/UCPfdWSCi-RIurS9RhvbjX_w"",";;
"181,""Sunarti Eti"",""Mksih ilmunya de smoga Ade sll d beri kshatan dan tetap smangat dan sya mau nyoba diet cara ini smoga berhasil trm ksh."",""UgzuBSHQkcVEQLjIa-54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzuBSHQkcVEQLjIa-54AaABAg"",""2021-11-29 07:28:13"",0,""Mksih ilmunya de smoga Ade sll d beri kshatan dan tetap smangat dan sya mau nyoba diet cara ini smoga berhasil trm ksh."",""http://www.youtube.com/channel/UCX2enwZL6ZgcuwILIDId1tQ"",";;
"182,""Keluarga Majalengka"",""yg menyedihkan dr gemuk itu. Pakai baju apapun ditanya lagi hamil ya. 😂"",""Ugzs5sqVLJlwc8a8HJZ4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugzs5sqVLJlwc8a8HJZ4AaABAg"",""2021-11-26 22:25:32"",0,""yg menyedihkan dr gemuk itu. Pakai baju apapun ditanya lagi hamil ya. 😂"",""http://www.youtube.com/channel/UCxEb5i4cjGkMJPxvOZ8lVVg"",";;
"183,""Clara Mengko"",""Suka banget pesannya buat teman2 Fit Skwad👍"",""UgwSjJRLrGbKlvcebut4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwSjJRLrGbKlvcebut4AaABAg"",""2021-11-23 05:49:35"",0,""Suka banget pesannya buat teman2 Fit Skwad👍"",""http://www.youtube.com/channel/UCCypwX1S7sdtprXQLiBhlTQ"",";;
"184,""Anggita Ku"",""Pengen turun 10kg aja Gimn yach, padahal mkanan aku jaga bngets"",""UgwJlmyEXA57YutY_F54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwJlmyEXA57YutY_F54AaABAg"",""2021-11-23 02:39:55"",0,""Pengen turun 10kg aja Gimn yach, padahal mkanan aku jaga bngets"",""http://www.youtube.com/channel/UCp3EIxebjEap8pf_pe7GLGA"",";;
"185,""Mutiara Tiara"",""Skip orang mau ngomong apa, yang ada bikin down ga semangat diet...makasi sharing nya"",""Ugyx0KqP0e6cH3kCBhh4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugyx0KqP0e6cH3kCBhh4AaABAg"",""2021-11-23 01:18:12"",0,""Skip orang mau ngomong apa, yang ada bikin down ga semangat diet...makasi sharing nya"",""http://www.youtube.com/channel/UCMqLjWDGEn-Y9RwFaPeFo6A"",";;
"186,""Coach Muhamad Noval"",""Mantap saya pasti bisa diet"",""UgzmKj4DFA_o7Xm2SGR4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzmKj4DFA_o7Xm2SGR4AaABAg"",""2021-11-21 09:50:55"",0,""Mantap saya pasti bisa diet"",""http://www.youtube.com/channel/UCAlISUL_zACSq1knKhgeg1A"",";;
"187,""Nurul Fathiyah Fauzi"",""Aku kudu mewek. Aku yg 70 kg mau turun ke 60 aja udah gak tahan. Salut kak! 😭 aku jd mau on fire lg"",""UgwFoaBnT1ErHRgBmsZ4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwFoaBnT1ErHRgBmsZ4AaABAg"",""2021-11-18 08:03:26"",0,""Aku kudu mewek. Aku yg 70 kg mau turun ke 60 aja udah gak tahan. Salut kak! 😭 aku jd mau on fire lg"",""http://www.youtube.com/channel/UCC9Chg3LeEr4XOg03qkTfww"",";;
"188,""Arsy Happy Story"",""🌹☘️"",""UgzIQlvgIxNVNgpMr1l4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzIQlvgIxNVNgpMr1l4AaABAg"",""2021-11-17 07:40:21"",0,""🌹☘️"",""http://www.youtube.com/channel/UCtbXURPm3MALdHmnLaCoEAg"",";;
"189,""Eliza Liliz"",""Ini Kya di Vidio yt ka Yulia 😁"",""Ugww5UnwIDqy4edJm5d4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugww5UnwIDqy4edJm5d4AaABAg"",""2021-11-17 01:01:25"",0,""Ini Kya di Vidio yt ka Yulia 😁"",""http://www.youtube.com/channel/UCTsUU0CX19vIlZayHAzMazw"",";;
"190,""Lia Anzana lubis"",""Diet karena di panggil ibu dan yg manggil bukan karyawan saya 🤤 wah udh kyk ibu2 ni😭"",""UgydTDIHa4lPUTGcWYt4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgydTDIHa4lPUTGcWYt4AaABAg"",""2021-11-09 04:39:41"",0,""Diet karena di panggil ibu dan yg manggil bukan karyawan saya 🤤 wah udh kyk ibu2 ni😭"",""http://www.youtube.com/channel/UCQzsbqd3c7VIrd9SYTuQm-w"",";;
"191,""Yanti Rochayati"",""Skrang aq disuruh diet sama Dr berhub dgn lutut yg mulai sakit,, bb 71 dgn tinggi 50cm memang kegendutan,, aslinya g bs nahan ngemil,, kl pun ngemil tetep lapar trs,, , mudah2an jd motivasi setelah lihat tayangan ini,,, semangat yantiiiii,,,,,"",""Ugxsgx4D8CRFfUaEcLx4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugxsgx4D8CRFfUaEcLx4AaABAg"",""2021-11-08 18:05:49"",1,""Skrang aq disuruh diet sama Dr berhub dgn lutut yg mulai sakit,, bb 71 dgn tinggi 50cm memang kegendutan,, aslinya g bs nahan ngemil,, kl pun ngemil tetep lapar trs,, , mudah2an jd motivasi setelah lihat tayangan ini,,, semangat yantiiiii,,,,,"",""http://www.youtube.com/channel/UCo66WS4t9QE6iiZxo4hPscw"",";;
"192,""Yanti Rochayati"",""Tinggi 150 maksudnya beuuu,,,"",""Ugxsgx4D8CRFfUaEcLx4AaABAg.9UVaivZsWor9UVanP7UPWv"",""Yanti Rochayati"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugxsgx4D8CRFfUaEcLx4AaABAg.9UVaivZsWor9UVanP7UPWv"",""2021-11-08 18:06:25"",0,""Tinggi 150 maksudnya beuuu,,,"",""http://www.youtube.com/channel/UCo66WS4t9QE6iiZxo4hPscw"",";;
"193,""Yayu muliati"",""Pengen 48 Kilo huhu"",""Ugw77goSdvNRP9dyAPh4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugw77goSdvNRP9dyAPh4AaABAg"",""2021-11-03 17:52:50"",0,""Pengen 48 Kilo huhu"",""http://www.youtube.com/channel/UCf7uapg_smuOU25p7q0pabg"",";;
"194,""Szc"",""Kerennnnn👍"",""UgzDwTSVC98ykwkiFa54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzDwTSVC98ykwkiFa54AaABAg"",""2021-11-03 02:24:35"",0,""Kerennnnn👍"",""http://www.youtube.com/channel/UCjHXDYzU_dC78GFqugMGvpw"",";;
"195,""Bekti Joko Priyono"",""Jd ini caradiet nya gimana"",""UgxFI0GDtJk7zSkITyJ4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxFI0GDtJk7zSkITyJ4AaABAg"",""2021-11-01 05:41:51"",0,""Jd ini caradiet nya gimana"",""http://www.youtube.com/channel/UCCMIY8H6jRIhKOUoRStheiA"",";;
"196,""Neny Nindya"",""Mantaabbb,, trm kasih ilmunya kak💞💞"",""UgxuxqzZauGXRyn7Lsl4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxuxqzZauGXRyn7Lsl4AaABAg"",""2021-10-29 06:12:16"",0,""Mantaabbb,, trm kasih ilmunya kak💞💞"",""http://www.youtube.com/channel/UCRTuG93NCVqJGML18WdfI-Q"",";;
"197,""Wulan 68"",""Aku nurunin 4 kilo aja susah,ini 47 kg"",""Ugx7_wTnhqYuvffaHxZ4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugx7_wTnhqYuvffaHxZ4AaABAg"",""2021-10-24 00:53:47"",0,""Aku nurunin 4 kilo aja susah,ini 47 kg"",""http://www.youtube.com/channel/UCnjgcL_N-Aeo4mi13osqMaA"",";;
"198,""Mochick Sidoarjo"",""Ibu menyusui susah bgt kak 😢"",""UgylPwldHHMY-kphb9J4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgylPwldHHMY-kphb9J4AaABAg"",""2021-10-20 20:03:33"",0,""Ibu menyusui susah bgt kak 😢"",""http://www.youtube.com/channel/UCcDjUTg_bvoIvC1zvnmH_0w"",";;
"199,""Audiva Hanan Saputri"",""Aku berat 90 ka tolong kasih tau resepnya"",""Ugx75wv-yv7Y_ZwcoHd4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugx75wv-yv7Y_ZwcoHd4AaABAg"",""2021-10-18 02:54:44"",0,""Aku berat 90 ka tolong kasih tau resepnya"",""http://www.youtube.com/channel/UCRQtCPcjPKVuztlGbzZSNCA"",";;
"200,""Audiva Hanan Saputri"",""Aku mau ah ajarin ka"",""Ugx1t4hjadBhW5rGERh4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugx1t4hjadBhW5rGERh4AaABAg"",""2021-10-18 02:54:21"",0,""Aku mau ah ajarin ka"",""http://www.youtube.com/channel/UCRQtCPcjPKVuztlGbzZSNCA"",";;
"201,""Friska Damanik"",""Kurus salah , gendut salah 😂 termotivasi banget sarannya"",""UgzFaWndrhE6kpsARvV4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzFaWndrhE6kpsARvV4AaABAg"",""2021-10-17 04:12:53"",0,""Kurus salah , gendut salah 😂 termotivasi banget sarannya"",""http://www.youtube.com/channel/UC1kDX7cdGZTbXlMk5urVlUQ"",";;
"202,""mamah ceriwis"",""Diet itu cita"""" ku aku belum bisa untuk diet"",""Ugz8r_Xgfcehd0aPAfF4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz8r_Xgfcehd0aPAfF4AaABAg"",""2021-10-17 03:56:07"",0,""Diet itu cita"""" ku aku belum bisa untuk diet"",""http://www.youtube.com/channel/UCigmFyMXVVpVivj8TSxbhNw"",";;
"203,""JUMIATI JUMIATI"",""Saya juga pejuang diet. Pertama"""" saya pesimis dgn keberhasilan diet, mengingat umur saya 54 thn. Karena metabolime tubuh sdh menurun. Sebelumdiet bb saya 68 kg, sesudahdiet 50 kg selama 8 bln . Diet saya diet kenyang tidak menyakiti diri sendiri. Hanya menghindari gula , gorengan . Dan perbanyak sayur dan buah. Saya rutin olga , melihat olga pada SKWAD FITNESS. Thanks Skwad fitness. Tidakada yg tidak mungkin asal konsisten. Diet adalah salah satu menyayangi diri sendiri, sehingga sehat, bonusny ramping sehingga percaya diri"",""Ugy_yzEBWFOZhlli8Q54AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugy_yzEBWFOZhlli8Q54AaABAg"",""2021-10-15 11:29:37"",0,""Saya juga pejuang diet. Pertama"""" saya pesimis dgn keberhasilan diet, mengingat umur saya 54 thn. Karena metabolime tubuh sdh menurun. Sebelumdiet bb saya 68 kg, sesudahdiet 50 kg selama 8 bln . Diet saya diet kenyang tidak menyakiti diri sendiri. Hanya menghindari gula , gorengan . Dan perbanyak sayur dan buah. Saya rutin olga , melihat olga pada SKWAD FITNESS. Thanks Skwad fitness. Tidakada yg tidak mungkin asal konsisten. Diet adalah salah satu menyayangi diri sendiri, sehingga sehat, bonusny ramping sehingga percaya diri"",""http://www.youtube.com/channel/UCLmxpoAi1lN4FpzOVVTszLg"",";;
"204,""Maria Didiana"",""Kehidupan sosial tidak pernah lupurt dari bullying.. Lebih baik bersikap bodo amat, dan tetap fokus urus diri sendiri💜😇terima kasih pengalamannya kk vindy🙏🙏"",""Ugwf1gsONgn9qTFHEuJ4AaABAg"","""",2,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwf1gsONgn9qTFHEuJ4AaABAg"",""2021-10-14 22:26:06"",0,""Kehidupan sosial tidak pernah lupurt dari bullying.. Lebih baik bersikap bodo amat, dan tetap fokus urus diri sendiri💜😇terima kasih pengalamannya kk vindy🙏🙏"",""http://www.youtube.com/channel/UCNa66JJFUZtJ8RUnrSxU1Uw"",";;
"205,""Jasmine Ratu"",""bismilah, turun 40kg , aminn"",""UgyiKYM3doRUGG7CMR94AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyiKYM3doRUGG7CMR94AaABAg"",""2021-10-14 01:16:42"",0,""bismilah, turun 40kg , aminn"",""http://www.youtube.com/channel/UCWg2l3Y3OjISA63J-85Jy1w"",";;
"206,""Tajassas Naar"",""Wih Kerreeen.. jauh bgt brubahnya Jd kliatan lbh cantik, gak ky sapi glonggongan lg 😅 mgkn kalimat ini sarkas, tp bg yg sdh berhasil turun pasti ngetawain diri sendiri. *iya yah.. dulu bentuknya ky blepet2 sapi"""""",""UgzEc6m7knZfMYX2Rmp4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzEc6m7knZfMYX2Rmp4AaABAg"",""2021-10-13 22:11:46"",0,""Wih Kerreeen.. jauh bgt brubahnya Jd kliatan lbh cantik, gak ky sapi glonggongan lg 😅 mgkn kalimat ini sarkas, tp bg yg sdh berhasil turun pasti ngetawain diri sendiri. *iya yah.. dulu bentuknya ky blepet2 sapi"""""",""http://www.youtube.com/channel/UCQaeG_lD6Ouj-H-Z4NUPtlA"",";;
"207,""al aziz aziz"",""Tantangan berat yg ku hadapi buat diet adalah ketika aku mulai diet tiba2 ibu ku mendadak jadi chef propesional dgn memasak makanan yg enak2."",""UgyWxexsue1r4rtCH494AaABAg"","""",2,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyWxexsue1r4rtCH494AaABAg"",""2021-10-11 08:14:58"",1,""Tantangan berat yg ku hadapi buat diet adalah ketika aku mulai diet tiba2 ibu ku mendadak jadi chef propesional dgn memasak makanan yg enak2."",""http://www.youtube.com/channel/UCcY5MnOqrUlOyj5lALuW06w"",";;
"208,""kokdisembunyiin?"",""Hahahah bener banget"",""UgyWxexsue1r4rtCH494AaABAg.9TMKzVbPp5p9TXRHpd9S_f"",""al aziz aziz"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyWxexsue1r4rtCH494AaABAg.9TMKzVbPp5p9TXRHpd9S_f"",""2021-10-15 15:41:41"",0,""Hahahah bener banget"",""http://www.youtube.com/channel/UCpW4c5X2EzjokB2a_SAKcyQ"",";;
"209,""chanel novi"",""aku bangett😥😥"",""Ugz2gWk7pIqCK-gw7ap4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugz2gWk7pIqCK-gw7ap4AaABAg"",""2021-10-07 22:25:10"",0,""aku bangett😥😥"",""http://www.youtube.com/channel/UCHFhTxdTANhZ6ZKcHBnBwog"",";;
"210,""saputrayuli"",""Susahnyatu klw dah di pertengahan jalan , klw awal yg penting niat yang sungguh sungguh"",""UgwfR3AdoY3fq4WKz8x4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwfR3AdoY3fq4WKz8x4AaABAg"",""2021-10-07 08:15:50"",0,""Susahnyatu klw dah di pertengahan jalan , klw awal yg penting niat yang sungguh sungguh"",""http://www.youtube.com/channel/UCzt9Wsclg_dhxDKZE2vzoWg"",";;
"211,""Arifah Itaayu"",""Fokus dengan cara ngomongnya"",""UgzHitYgK9XxFaHwLDR4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzHitYgK9XxFaHwLDR4AaABAg"",""2021-10-06 21:56:05"",0,""Fokus dengan cara ngomongnya"",""http://www.youtube.com/channel/UC1UY1GTbtX4cjnbl5CfRqfg"",";;
"212,""Tiara Wahyuningsih"",""temen aku ada yg menstruasi nya terganggu katanya gara"""" hormon terganggu karena stress tapi menurut aku dia obesitas"",""Ugx9UfbTnK9WgJCP9Nh4AaABAg"","""",2,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugx9UfbTnK9WgJCP9Nh4AaABAg"",""2021-10-02 01:51:43"",0,""temen aku ada yg menstruasi nya terganggu katanya gara"""" hormon terganggu karena stress tapi menurut aku dia obesitas"",""http://www.youtube.com/channel/UCpP04Oo6rsI_8XkCLOnvFNg"",";;
"213,""Holilah Salim"",""Ngemeng muluuuu..."",""UgxmRGEe8mpKIucsOsh4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxmRGEe8mpKIucsOsh4AaABAg"",""2021-10-01 05:04:26"",0,""Ngemeng muluuuu..."",""http://www.youtube.com/channel/UCnJ-uNsfuKSNGYO9D_Stywg"",";;
"214,""Arumi Anjasari"",""BB ku sih 48 ingin turun 40"",""UgwhMGTi3AJhpQJLzdd4AaABAg"","""",1,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgwhMGTi3AJhpQJLzdd4AaABAg"",""2021-09-30 22:27:05"",0,""BB ku sih 48 ingin turun 40"",""http://www.youtube.com/channel/UChBSBQP2JthGJEU70YDs1qw"",";;
"215,""arvita fajar Sholecha"",""Konsisten itulah intinya🥺🥺👍🏻"",""Ugy00s1p-E5SRot536p4AaABAg"","""",9,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugy00s1p-E5SRot536p4AaABAg"",""2021-09-30 06:18:22"",0,""Konsisten itulah intinya🥺🥺👍🏻"",""http://www.youtube.com/channel/UCD6o7-2Qo3jJzEzq5EGpPxg"",";;
"216,""Santi Carolina"",""Sya uda coba ngurang mkan dan nyemil tetap aja gemuk, cuma untuk olah ragany malass, manis bisa dikuangi dan uda coba jamu tetap aja cepat cape....kho bisa ya bisa kurus..."",""UgxGj1s15kmqWLKflNV4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxGj1s15kmqWLKflNV4AaABAg"",""2021-09-30 02:05:21"",0,""Sya uda coba ngurang mkan dan nyemil tetap aja gemuk, cuma untuk olah ragany malass, manis bisa dikuangi dan uda coba jamu tetap aja cepat cape....kho bisa ya bisa kurus..."",""http://www.youtube.com/channel/UCCK979iLtjvDn_hKOrKFwXQ"",";;
"217,""Royko Bahaya"",""Kalau berat 54 kg itu normal gak dg tinggi 156 cm?"",""Ugxza2xwDrQMcnTtcBl4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugxza2xwDrQMcnTtcBl4AaABAg"",""2021-09-28 09:50:20"",1,""Kalau berat 54 kg itu normal gak dg tinggi 156 cm?"",""http://www.youtube.com/channel/UCFet8jp_2M854xWItNPybpA"",";;
"218,""Samson Baraya"",""BB ideal TB-110 =156-110=46 kg"",""Ugxza2xwDrQMcnTtcBl4AaABAg.9Sq1ZYu64nj9VMRQB_ypnW"",""Royko Bahaya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugxza2xwDrQMcnTtcBl4AaABAg.9Sq1ZYu64nj9VMRQB_ypnW"",""2021-11-30 01:13:58"",0,""BB ideal TB-110 =156-110=46 kg"",""http://www.youtube.com/channel/UC8gz6ysdakBggzTOu3yMHQQ"",";;
"219,""Tiara Bonistya"",""rahasia nya apa hrus makan tepung"",""Ugynr4_CxvWe0qW_DgR4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugynr4_CxvWe0qW_DgR4AaABAg"",""2021-09-26 04:43:57"",2,""rahasia nya apa hrus makan tepung"",""http://www.youtube.com/channel/UCzDWM43J2NqlJe85ioIKq0Q"",";;
"220,""Tajassas Naar"",""Betul bgt, banyak yg salah soal diet. Inti dr diet itu kamu kurangin kalori yg masuk ke tubuh, ATAU Perbanyak mengeluarkan kalori agar tidak menumpuk menjadi lemak tubuh. Aku diet, tp tetap makan enak  msh makan gorengan jg. Bisa turun tuh.. sudah 5kg dlm 2 bulan. Boleh makan bebas, tp jangan Banyak2. Sesuaikan kebutuhan kalori yg dikeluarkan dlm 1 hari. Kuli makan 2 bakul gpp, krna dia kerja berat, bisa jd Otot langsung malah. Lah.. kl kita yg gak kemana2, cuma di rumah atau Work From Home ?? Jelas 2bakul tadi bisa jd lemak donk."",""Ugynr4_CxvWe0qW_DgR4AaABAg.9SkKuqQ5B029TT-ElX3BMc"",""Tiara Bonistya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugynr4_CxvWe0qW_DgR4AaABAg.9SkKuqQ5B029TT-ElX3BMc"",""2021-10-13 22:19:38"",0,""Betul bgt, banyak yg salah soal diet. Inti dr diet itu kamu kurangin kalori yg masuk ke tubuh, ATAU Perbanyak mengeluarkan kalori agar tidak menumpuk menjadi lemak tubuh. Aku diet, tp tetap makan enak  msh makan gorengan jg. Bisa turun tuh.. sudah 5kg dlm 2 bulan. Boleh makan bebas, tp jangan Banyak2. Sesuaikan kebutuhan kalori yg dikeluarkan dlm 1 hari. Kuli makan 2 bakul gpp, krna dia kerja berat, bisa jd Otot langsung malah. Lah.. kl kita yg gak kemana2, cuma di rumah atau Work From Home ?? Jelas 2bakul tadi bisa jd lemak donk."",""http://www.youtube.com/channel/UCQaeG_lD6Ouj-H-Z4NUPtlA"",";;
"221,""Agem"",""diet itu aslinya tetep bisa makan enak loh🤣 kita selama ini miskonsepsi soal diet. coba deh baca bukunya kak Yulia Baltschun.. aku berhasil turun 10kg karena buku itu"",""Ugynr4_CxvWe0qW_DgR4AaABAg.9SkKuqQ5B029SrvU1Dozo3"",""Tiara Bonistya"",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugynr4_CxvWe0qW_DgR4AaABAg.9SkKuqQ5B029SrvU1Dozo3"",""2021-09-29 03:26:53"",0,""diet itu aslinya tetep bisa makan enak loh🤣 kita selama ini miskonsepsi soal diet. coba deh baca bukunya kak Yulia Baltschun.. aku berhasil turun 10kg karena buku itu"",""http://www.youtube.com/channel/UCg1TXIDSCkSp7jSvxrLSp3w"",";;
"222,""Sainenshō"",""Tinggi berapa ya"",""UgyLCjvKMHmpefGRxmd4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyLCjvKMHmpefGRxmd4AaABAg"",""2021-09-25 06:42:32"",0,""Tinggi berapa ya"",""http://www.youtube.com/channel/UCG3j9kjB7qVPY3NgdiNEU0A"",";;
"223,""Ruby Anti"",""Ngucapin diet itu gampang bgt yg susah itu ngejalanin nya, komitmen bener2 niat dari hati, bismillah semoga bisa"",""Ugwksv_5VolF_tlbvuV4AaABAg"","""",11,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugwksv_5VolF_tlbvuV4AaABAg"",""2021-09-22 21:33:23"",0,""Ngucapin diet itu gampang bgt yg susah itu ngejalanin nya, komitmen bener2 niat dari hati, bismillah semoga bisa"",""http://www.youtube.com/channel/UCSYUCTw8OEW9RofIyDBXBOQ"",";;
"224,""As wandi"",""Ini bukan cara tapi cerita min"",""UgzDBeppM0nggEn8I6V4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzDBeppM0nggEn8I6V4AaABAg"",""2021-09-22 02:45:20"",0,""Ini bukan cara tapi cerita min"",""http://www.youtube.com/channel/UCTjA8uUWA67KlV7I9SEpy8g"",";;
"225,""Yani nur Aeni Anwar"",""Good"",""Ugx2vAh_9LTFN2OSpr54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=Ugx2vAh_9LTFN2OSpr54AaABAg"",""2021-09-21 14:28:16"",0,""Good"",""http://www.youtube.com/channel/UCXU_LcSqz3YbHnIDE2yBreg"",";;
"226,""Herliani Nina"",""Semangat terus"",""UgzyCPISq2pCSnhWsxp4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzyCPISq2pCSnhWsxp4AaABAg"",""2021-09-19 20:35:02"",0,""Semangat terus"",""http://www.youtube.com/channel/UC88Ne9Hzowk_LMQcMVvZr9Q"",";;
"227,""purwati galuh purwati putri purwati"",0,""UgyxYeYzVxqoLtXu0CV4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyxYeYzVxqoLtXu0CV4AaABAg"",""2021-09-16 10:52:29"",0,0,""http://www.youtube.com/channel/UCup3ZJ4rMpCPDHH32w0LSKw"",";;
"228,""Ilyas Adz dzaki"",""Didengar kan kok banyak omong jadi nggak sabar"",""UgyFxjb2NAqz960TPgt4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgyFxjb2NAqz960TPgt4AaABAg"",""2021-09-16 08:07:17"",0,""Didengar kan kok banyak omong jadi nggak sabar"",""http://www.youtube.com/channel/UCXRjIxN444ng_aaKXx7pLrQ"",";;
"229,""Nur Ainy"",""Ya allah aq penggen kurus 😭😭"",""UgxJ5qSub6Ewh9Pw9JV4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxJ5qSub6Ewh9Pw9JV4AaABAg"",""2021-09-11 09:07:31"",0,""Ya allah aq penggen kurus 😭😭"",""http://www.youtube.com/channel/UCQYhCNTyQ3RoELNKvYPLeHw"",";;
"230,""enny nuraeni"",""Aduuuh mbk kelamaaaaaan ceritanya...🤦‍♀🤦‍♀"",""UgxdpLQZa6I_jlL3l4J4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxdpLQZa6I_jlL3l4J4AaABAg"",""2021-09-09 23:06:02"",0,""Aduuuh mbk kelamaaaaaan ceritanya...🤦‍♀🤦‍♀"",""http://www.youtube.com/channel/UCcFQmJht1rrzroBiMweM68w"",";;
"231,""Tippa Kasma"",""Seperti dietx Herbalife"",""UgxU7N8l57cflpl8heR4AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgxU7N8l57cflpl8heR4AaABAg"",""2021-09-08 09:07:37"",0,""Seperti dietx Herbalife"",""http://www.youtube.com/channel/UCRTYh6_DdoETEagouBmPanA"",";;
"232,""Pelajari Selengkapnya"",""Bertele tele langsung solusi diet mbak"",""UgzIHKzFenwoqOzgLA54AaABAg"","""",0,""https://www.youtube.com/watch?v=pDcFSHH-4yU&lc=UgzIHKzFenwoqOzgLA54AaABAg"",""2021-09-07 23:17:50"",3,""Bertele tele langsung solusi diet mbak"",""http://www.youtube.com/channel/UCnNR5BXaPBrcpPMBT5URK4Q"",";;
